"r_pkg","use_pak","cran","installed_version","installed_from","installed_repository","install_time","image","r_version","system","architecture","timestamp","run_link"
"data.table","TRUE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","26.606","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:06:11.456567","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://cloud.r-project.org/","1.17.8","source","CRAN","25.827","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:06:02.297658","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/2024-03-31/bin/linux/jammy-aarch64/4.4","1.15.4","source","RSPM","24.572","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:05:56.275648","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://cloud.r-project.org/","1.17.8","source","CRAN","20.318","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 18:04:37.265435","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","19.708","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 18:04:40.659722","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","27.964","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 18:06:32.269526","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://cloud.r-project.org/","1.17.8","source","CRAN","27.277","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:55.090445","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","27.5","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 18:04:53.341745","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-aarch64/4.5","1.17.8","source","RSPM","19.881","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 18:04:40.528263","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-x86_64/4.5","1.17.8","binary","RSPM","2.515","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 18:04:19.481623","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","19.498","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:28.787323","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://cloud.r-project.org/","1.17.8","source","CRAN","17.993","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:04:37.060736","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://cloud.r-project.org/","1.17.8","source","CRAN","26.909","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 18:04:50.046093","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://cloud.r-project.org/","1.17.8","source","CRAN","19.857","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 18:04:40.739375","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
