"r_pkg","use_pak","cran","installed_version","installed_from","installed_repository","install_time","image","r_version","system","architecture","timestamp","run_link"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-aarch64/4.4","1.17.8","source","RSPM","19.444","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:04:39.701397","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","28.55","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:51.28216","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/2024-03-31/bin/linux/jammy-x86_64/4.4","1.15.4","binary","RSPM","2.032","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:17.186722","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","20.349","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 18:04:36.962426","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://cloud.r-project.org/","1.17.8","source","CRAN","25.466","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 18:06:19.041761","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/latest/bin/linux/jammy-x86_64/4.5","1.17.8","source","RSPM","8.352","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 18:04:31.092225","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/2024-03-31/bin/linux/jammy-aarch64/4.4","1.15.4","source","RSPM","19.34","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:04:42.501452","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/latest/bin/linux/jammy-x86_64/4.4","1.17.8","source","RSPM","8.761","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:28.866811","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/latest/bin/linux/jammy-aarch64/4.5","1.17.8","source","RSPM","26.445","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 18:06:28.276491","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/2024-03-31/bin/linux/jammy-x86_64/4.4","1.15.4","source","RSPM","8.631","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:33.580751","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-x86_64/4.4","1.17.8","binary","RSPM","2.502","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:23.150443","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","TRUE","https://p3m.dev/cran/latest/bin/linux/jammy-aarch64/4.4","1.17.8","source","RSPM","26.668","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:06:04.369724","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://cloud.r-project.org/","1.17.8","source","CRAN","18.869","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 18:04:33.356136","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
"data.table","FALSE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","19.684","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 18:04:39.722317","https://github.com/gvegayon/r-pkg-installs/actions/runs/17622647968"
