"r_pkg","use_pak","cran","installed_version","installed_from","installed_repository","install_time","image","r_version","system","architecture","timestamp","run_link"
"data.table","TRUE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","26.832","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 20:17:48.328427","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","TRUE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","26.422","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 20:16:01.939869","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","20.713","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 20:15:50.334916","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-aarch64/4.5","1.17.8","source","RSPM","22.361","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 20:16:00.392463","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-x86_64/4.5","1.17.8","binary","RSPM","2.029","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 20:15:32.360236","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://cloud.r-project.org/","1.17.8","source","CRAN","20.544","rocker/r-ver:latest","4.5.1","x86_64, linux-gnu","x86_64","2025-09-10 20:15:54.366775","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","TRUE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","27.122","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 20:16:04.015384","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","18.729","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 20:15:46.20078","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-x86_64/4.4","1.17.8","binary","RSPM","1.987","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 20:15:38.335885","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","TRUE","https://p3m.dev/cran/2024-03-31/bin/linux/jammy-aarch64/4.4","1.15.4","source","RSPM","27.692","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 20:17:26.08888","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","TRUE","https://p3m.dev/cran/2024-03-31/bin/linux/jammy-x86_64/4.4","1.15.4","source","RSPM","8.531","rocker/r-ver:4.4.0","4.4.0","x86_64, linux-gnu","x86_64","2025-09-10 20:15:43.706671","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/latest/bin/linux/jammy-aarch64/4.4","1.17.8","source","RSPM","19.07","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 20:15:56.046194","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/latest","1.17.8","source","RSPM","21.046","rocker/r-ver:latest","4.5.1","aarch64, linux-gnu","aarch64","2025-09-10 20:15:57.907375","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://cloud.r-project.org/","1.17.8","source","CRAN","17.436","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 20:15:58.208686","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","TRUE","https://cloud.r-project.org/","1.17.8","source","CRAN","26.804","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 20:17:21.16188","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
"data.table","FALSE","https://p3m.dev/cran/2024-03-31/bin/linux/jammy-aarch64/4.4","1.15.4","source","RSPM","18.947","rocker/r-ver:4.4.0","4.4.0","aarch64, linux-gnu","aarch64","2025-09-10 20:15:54.022752","https://github.com/gvegayon/r-pkg-installs/actions/runs/17625715079"
